sample_id,replan_conversion_ok,status,run_position,track_c_status,schema_valid,parse_error,conversion_errors,skill_sequence,updated_at
M&T/select_poker/example37,False,completed,997,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:59:58
M&T/select_poker/example39,True,completed,998,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:00
M&T/select_poker/example38,True,completed,999,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 10:00:02
M&T/select_poker/example40,False,completed,1000,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:00:03
M&T/select_poker/example41,False,completed,1001,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:00:05
M&T/select_poker/example42,False,completed,1002,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:00:07
M&T/select_poker/example43,True,completed,1003,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 10:00:08
M&T/select_poker/example44,True,completed,1004,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:10
M&T/select_poker/example45,False,completed,1005,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:00:12
M&T/select_poker/example46,True,completed,1006,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:13
M&T/select_poker/example47,True,completed,1007,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 10:00:15
M&T/select_poker/example48,False,completed,1008,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:00:16
M&T/select_poker/example49,True,completed,1009,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 10:00:18
M&T/select_poker/example50,True,completed,1010,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:19
M&T/select_poker/example51,False,completed,1011,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:00:21
M&T/select_poker/example52,True,completed,1012,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:22
M&T/select_poker/example53,False,completed,1013,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:00:23
M&T/select_poker/example54,True,completed,1014,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:25
M&T/select_poker/example55,False,completed,1015,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:00:27
M&T/select_poker/example56,False,completed,1016,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:00:28
M&T/select_poker/example57,True,completed,1017,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:29
M&T/select_poker/example58,True,completed,1018,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:31
M&T/select_poker/example59,True,completed,1019,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:32
M&T/select_poker/example61,False,completed,1021,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:00:34
M&T/select_poker/example63,False,completed,1022,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:card_3_diamonds,pick,2026-05-28 10:00:36
M&T/select_poker/example62,True,completed,1023,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:37
M&T/select_poker/example65,True,completed,1025,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 10:00:39
M&T/select_poker/example67,True,completed,1026,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:40
M&T/select_poker/example66,True,completed,1027,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:42
M&T/select_poker/example68,True,completed,1028,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:43
M&T/select_poker/example69,False,completed,1029,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:00:45
M&T/select_poker/example70,True,completed,1030,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:47
M&T/select_poker/example71,True,completed,1031,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 10:00:48
M&T/select_poker/example72,False,completed,1032,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:00:50
M&T/select_poker/example73,True,completed,1033,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:51
M&T/select_poker/example74,True,completed,1034,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 10:00:53
M&T/select_poker/example75,True,completed,1035,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:54
M&T/select_poker/example76,False,completed,1036,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:00:56
M&T/select_poker/example77,True,completed,1037,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:00:57
M&T/select_poker/example78,True,completed,1038,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 10:00:59
M&T/select_poker/example79,False,completed,1039,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:00
M&T/select_poker/example80,True,completed,1040,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:01:02
M&T/select_poker/example81,True,completed,1041,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:01:03
M&T/select_poker/example82,True,completed,1042,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 10:01:04
M&T/select_poker/example83,True,completed,1043,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 10:01:05
M&T/select_poker/example86,False,completed,1046,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:06
M&T/select_poker/example87,False,completed,1047,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:08
M&T/select_poker/example88,True,completed,1048,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 10:01:09
M&T/select_poker/example89,True,completed,1049,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:01:10
M&T/select_poker/example90,True,completed,1050,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:01:11
M&T/select_poker/example91,True,completed,1051,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:01:12
M&T/select_poker/example92,True,completed,1052,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:01:14
M&T/select_poker/example93,True,completed,1053,C2_qwen_conversion_failure,True,,,pick,2026-05-28 10:01:15
M&T/select_poker/example94,True,completed,1054,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 10:01:16
M&T/select_poker/example95,True,completed,1055,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 10:01:17
M&T/select_poker/example96,False,completed,1056,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:18
M&T/select_poker/example97,False,completed,1057,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:19
M&T/select_poker/example98,False,completed,1058,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:21
M&T/select_toy/example17,True,completed,1073,C1_qwen_guided_condition_failure,True,,,pick>lift>place,2026-05-28 10:01:22
M&T/select_toy/example27,False,completed,1081,C1_qwen_guided_condition_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:23
M&T/select_toy/example48,True,completed,1096,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:01:26
M&T/select_toy/example55,True,completed,1101,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:01:27
M&T/select_toy/example68,False,completed,1111,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:toy_straw_hat,pick>place,2026-05-28 10:01:29
M&T/select_toy/example85,False,completed,1126,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:toy_fire_control,pick>place,2026-05-28 10:01:31
M&T/select_toy/example86,False,completed,1127,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:yoda,pick>place,2026-05-28 10:01:33
M&T/select_toy/example96,True,completed,1132,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:01:35
PhysicsLaw/density_qa/example4,False,completed,1136,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:36
PhysicsLaw/density_qa/example8,False,completed,1137,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:37
PhysicsLaw/density_qa/example10,False,completed,1138,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:39
PhysicsLaw/density_qa/example50,False,completed,1139,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:40
PhysicsLaw/density_qa/example62,False,completed,1140,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:42
PhysicsLaw/density_qa/example71,False,completed,1141,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:43
PhysicsLaw/density_qa/example72,False,completed,1142,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:44
PhysicsLaw/density_qa/example78,False,completed,1143,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:46
PhysicsLaw/density_qa/example82,False,completed,1144,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:47
PhysicsLaw/friction_qa/example48,False,completed,1145,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:48
PhysicsLaw/friction_qa/example54,False,completed,1146,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:50
PhysicsLaw/friction_qa/example55,False,completed,1147,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:51
PhysicsLaw/friction_qa/example56,False,completed,1148,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:53
PhysicsLaw/friction_qa/example63,False,completed,1149,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:54
PhysicsLaw/friction_qa/example66,False,completed,1150,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:55
PhysicsLaw/friction_qa/example72,False,completed,1151,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:57
PhysicsLaw/friction_qa/example77,False,completed,1152,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:01:58
PhysicsLaw/friction_qa/example92,False,completed,1153,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:00
PhysicsLaw/magnetism_qa/example11,False,completed,1154,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:02
PhysicsLaw/magnetism_qa/example20,False,completed,1155,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:03
PhysicsLaw/magnetism_qa/example27,False,completed,1156,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:05
PhysicsLaw/magnetism_qa/example48,False,completed,1157,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:06
PhysicsLaw/magnetism_qa/example54,False,completed,1158,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:08
PhysicsLaw/magnetism_qa/example96,False,completed,1159,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:09
PhysicsLaw/speed_of_sound_qa/example17,False,completed,1160,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:11
PhysicsLaw/speed_of_sound_qa/example28,False,completed,1161,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:12
PhysicsLaw/speed_of_sound_qa/example39,False,completed,1162,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:14
PhysicsLaw/speed_of_sound_qa/example45,False,completed,1163,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:16
PhysicsLaw/speed_of_sound_qa/example51,False,completed,1164,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:17
PhysicsLaw/speed_of_sound_qa/example70,False,completed,1165,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:19
PhysicsLaw/speed_of_sound_qa/example80,False,completed,1166,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:21
PhysicsLaw/speed_of_sound_qa/example82,False,completed,1167,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:22
PhysicsLaw/speed_of_sound_qa/example86,False,completed,1168,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:24
PhysicsLaw/speed_of_sound_qa/example91,False,completed,1169,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:26
PhysicsLaw/speed_of_sound_qa/example99,False,completed,1170,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:27
PhysicsLaw/thermal_expansion_qa/example14,False,completed,1171,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:29
PhysicsLaw/thermal_expansion_qa/example27,False,completed,1172,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:31
PhysicsLaw/thermal_expansion_qa/example39,False,completed,1173,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:32
PhysicsLaw/thermal_expansion_qa/example47,False,completed,1174,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:34
PhysicsLaw/thermal_expansion_qa/example48,False,completed,1175,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:35
PhysicsLaw/thermal_expansion_qa/example73,False,completed,1176,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:37
PhysicsLaw/thermal_expansion_qa/example93,False,completed,1177,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:02:38
Semantic/insert_flower_semantic/example18,True,completed,1181,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:02:40
Semantic/insert_flower_semantic/example36,True,completed,1186,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:02:42
Semantic/insert_flower_semantic/example50,True,completed,1190,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:02:45
Semantic/insert_flower_semantic/example55,True,completed,1192,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:02:47
Semantic/insert_flower_semantic/example70,True,completed,1198,C1_qwen_guided_condition_failure,True,,,pick>insert,2026-05-28 10:02:49
Semantic/insert_flower_semantic/example82,True,completed,1201,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:02:51
Semantic/insert_flower_semantic/example88,True,completed,1203,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:02:53
Semantic/select_book_semantic/example3,False,completed,1206,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:Fundamentals of Molecular Biology;step1:unmapped_component:user_hand,pick>place,2026-05-28 10:02:55
Semantic/select_book_semantic/example5,True,completed,1207,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:02:57
Semantic/select_book_semantic/example6,True,completed,1208,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:00
Semantic/select_book_semantic/example10,True,completed,1211,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:02
Semantic/select_book_semantic/example11,False,completed,1212,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:Fundamentals of Molecular Biology,pick>place,2026-05-28 10:03:04
Semantic/select_book_semantic/example14,False,completed,1215,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:fundamentals_of_molecular_biology,pick>place,2026-05-28 10:03:06
Semantic/select_book_semantic/example15,True,completed,1216,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:08
Semantic/select_book_semantic/example28,True,completed,1222,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:11
Semantic/select_book_semantic/example29,True,completed,1223,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:13
Semantic/select_book_semantic/example30,True,completed,1225,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:15
Semantic/select_book_semantic/example35,False,completed,1228,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:biopolymer_composite_in_electronics,pick>place,2026-05-28 10:03:18
Semantic/select_book_semantic/example36,True,completed,1229,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:20
Semantic/select_book_semantic/example39,True,completed,1231,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:23
Semantic/select_book_semantic/example42,True,completed,1233,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:25
Semantic/select_book_semantic/example46,True,completed,1236,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:27
Semantic/select_book_semantic/example53,True,completed,1241,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:29
Semantic/select_book_semantic/example55,False,completed,1243,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:user_hand,pick>place,2026-05-28 10:03:32
Semantic/select_book_semantic/example56,False,completed,1244,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:Japanese contract law textbook;step1:unmapped_component:user's hand or designated location,pick>place,2026-05-28 10:03:33
Semantic/select_book_semantic/example58,False,completed,1246,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:fundamentals_of_molecular_biology;step1:unmapped_component:user_hand,pick>place,2026-05-28 10:03:35
Semantic/select_book_semantic/example59,True,completed,1247,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:37
Semantic/select_book_semantic/example61,True,completed,1248,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:39
Semantic/select_book_semantic/example62,True,completed,1249,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:41
Semantic/select_book_semantic/example63,True,completed,1250,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:43
Semantic/select_book_semantic/example67,False,completed,1252,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:one_hundred_years_of_soulitude,pick>place,2026-05-28 10:03:45
Semantic/select_book_semantic/example73,True,completed,1257,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:46
Semantic/select_book_semantic/example74,True,completed,1258,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:48
Semantic/select_book_semantic/example77,True,completed,1261,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:50
Semantic/select_book_semantic/example78,True,completed,1263,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:52
Semantic/select_book_semantic/example80,True,completed,1264,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:54
Semantic/select_book_semantic/example83,True,completed,1267,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:03:56
Semantic/select_book_semantic/example84,True,completed,1268,C2_qwen_conversion_failure,True,,,pick>place,2026-05-28 10:03:58
Semantic/select_book_semantic/example90,True,completed,1272,C2_qwen_conversion_failure,True,,,pick>place,2026-05-28 10:04:00
Semantic/select_book_semantic/example94,True,completed,1276,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:02
Semantic/select_book_semantic/example96,False,completed,1278,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:fundamentals_of_molecular_biology,pick>place,2026-05-28 10:04:04
Semantic/select_book_semantic/example98,True,completed,1280,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:06
Semantic/select_chemistry_tube_semantic/example2,True,completed,1285,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:08
Semantic/select_chemistry_tube_semantic/example5,True,completed,1287,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:10
Semantic/select_chemistry_tube_semantic/example35,True,completed,1316,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:12
Semantic/select_chemistry_tube_semantic/example51,True,completed,1331,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:14
Semantic/select_chemistry_tube_semantic/example70,True,completed,1350,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:16
Semantic/select_chemistry_tube_semantic/example78,True,completed,1358,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:18
Semantic/select_chemistry_tube_semantic/example89,False,completed,1368,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:user_hand,pick>place,2026-05-28 10:04:20
Semantic/select_chemistry_tube_semantic/example93,True,completed,1371,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:21
Semantic/select_chemistry_tube_semantic/example94,True,completed,1372,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:23
Semantic/select_drink_semantic/example0,True,completed,1376,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:24
Semantic/select_drink_semantic/example1,False,completed,1377,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:orange_juice,pick>place,2026-05-28 10:04:26
Semantic/select_drink_semantic/example3,True,completed,1378,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:27
Semantic/select_drink_semantic/example7,False,completed,1379,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:enjoy,pick>place,2026-05-28 10:04:29
Semantic/select_drink_semantic/example13,False,completed,1381,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:pepsi_can,pick>place,2026-05-28 10:04:30
Semantic/select_drink_semantic/example21,False,completed,1385,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:ssips,pick>place,2026-05-28 10:04:31
Semantic/select_drink_semantic/example35,False,completed,1388,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:100% ARANCE NATURALI,pick>place,2026-05-28 10:04:33
Semantic/select_drink_semantic/example37,False,completed,1389,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:faragello_gold,pick>place,2026-05-28 10:04:35
Semantic/select_drink_semantic/example39,False,completed,1391,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:orange_juice;step1:unmapped_component:lunch_box,pick>place,2026-05-28 10:04:36
Semantic/select_drink_semantic/example40,True,completed,1392,C2_qwen_conversion_failure,True,,,pick>place,2026-05-28 10:04:37
Semantic/select_drink_semantic/example42,False,completed,1393,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:orange_drink,pick>place,2026-05-28 10:04:39
Semantic/select_drink_semantic/example47,False,completed,1394,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:04:40
Semantic/select_drink_semantic/example52,True,completed,1397,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:41
Semantic/select_drink_semantic/example54,True,completed,1398,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:43
Semantic/select_drink_semantic/example55,True,completed,1399,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:44
Semantic/select_drink_semantic/example59,True,completed,1400,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:46
Semantic/select_drink_semantic/example64,False,completed,1402,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:pepsi,pick>place,2026-05-28 10:04:47
Semantic/select_drink_semantic/example67,True,completed,1403,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:48
Semantic/select_drink_semantic/example70,False,completed,1404,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:sprite,pick>place,2026-05-28 10:04:50
Semantic/select_drink_semantic/example72,True,completed,1405,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:51
Semantic/select_drink_semantic/example75,False,completed,1407,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:pepsi,pick>place,2026-05-28 10:04:52
Semantic/select_drink_semantic/example90,False,completed,1409,C1_qwen_guided_condition_failure,False,,sequence_missing_or_empty,,2026-05-28 10:04:53
Semantic/select_drink_semantic/example93,True,completed,1411,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:55
Semantic/select_drink_semantic/example94,False,completed,1412,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:04:55
Semantic/select_drink_semantic/example95,False,completed,1413,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:pepsi,pick>place,2026-05-28 10:04:57
Semantic/select_fruit_semantic/example20,True,completed,1435,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:04:58
Semantic/select_fruit_semantic/example25,False,completed,1439,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:04:59
Semantic/select_fruit_semantic/example37,True,completed,1450,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:05:00
Semantic/select_fruit_semantic/example50,True,completed,1462,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:05:02
Semantic/select_fruit_semantic/example51,True,completed,1463,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:05:03
Semantic/select_fruit_semantic/example52,False,completed,1464,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:05:04
Semantic/select_poker_semantic/example1,True,completed,1513,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:05:05
Semantic/select_poker_semantic/example2,True,completed,1514,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:05:07
Semantic/select_poker_semantic/example4,False,completed,1516,C2_qwen_conversion_failure,True,,step1:unmapped_component:user_hand,pick>place,2026-05-28 10:05:09
Semantic/select_poker_semantic/example5,False,completed,1517,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:05:10
Semantic/select_poker_semantic/example6,False,completed,1518,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:05:11
Semantic/select_poker_semantic/example7,True,completed,1519,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:05:12
Semantic/select_poker_semantic/example8,True,completed,1520,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:05:14
Semantic/select_poker_semantic/example10,True,completed,1522,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:05:15
Semantic/select_poker_semantic/example11,True,completed,1523,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:05:17
Semantic/select_poker_semantic/example12,True,completed,1524,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:05:18
Semantic/select_poker_semantic/example13,True,completed,1525,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:05:20
Semantic/select_poker_semantic/example14,False,completed,1526,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:05:21
Semantic/select_poker_semantic/example16,True,completed,1528,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:05:23
Semantic/select_poker_semantic/example17,False,completed,1529,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:artwork surface,pick>place,2026-05-28 10:05:25
Semantic/select_poker_semantic/example18,True,completed,1530,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 10:05:26
Semantic/select_poker_semantic/example20,False,completed,1532,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:user_hand,pick>place,2026-05-28 10:05:28
Semantic/select_poker_semantic/example21,False,completed,1533,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:05:29
Semantic/select_poker_semantic/example22,False,completed,1534,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:passing_hand,pick>place,2026-05-28 10:05:31
Semantic/select_poker_semantic/example23,False,completed,1535,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:05:32
Semantic/select_poker_semantic/example24,False,completed,1536,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 10:05:34
