ablation_index,sample_id,track_c_status,SR_success,SR_status,NF_success,NF_status,R1_success,R1_status,R2_success,R2_status,R3_success,R3_status,R4_success,R4_status
208,Spatial/select_toy_spatial/example52,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
209,Spatial/select_toy_spatial/example53,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C3_entity_mapping_failure,True,C0_qwen_guided_success,False,C3_entity_mapping_failure
210,Spatial/select_toy_spatial/example55,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
211,Spatial/select_toy_spatial/example58,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
212,Spatial/select_toy_spatial/example61,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C3_entity_mapping_failure
213,Spatial/select_toy_spatial/example70,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,True,C0_qwen_guided_success,False,C3_entity_mapping_failure
214,Spatial/select_toy_spatial/example72,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C1_qwen_guided_condition_failure
215,Spatial/select_toy_spatial/example75,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
216,Spatial/select_toy_spatial/example78,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
217,Spatial/select_toy_spatial/example81,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
218,Spatial/select_toy_spatial/example85,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C1_qwen_guided_condition_failure
219,Spatial/select_toy_spatial/example86,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
220,Spatial/select_toy_spatial/example98,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
221,CommenSence/select_billiards_common_sense/example24,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
222,CommenSence/select_billiards_common_sense/example60,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
223,CommenSence/select_nth_largest_poker/example3,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure
224,CommenSence/select_nth_largest_poker/example35,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
225,CommenSence/select_nth_largest_poker/example77,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure
226,CommenSence/select_nth_largest_poker/example89,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure
227,M&T/select_billiards/example13,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
228,M&T/select_billiards/example21,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
229,M&T/select_billiards/example41,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
230,M&T/select_billiards/example49,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
231,M&T/select_billiards/example53,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
232,M&T/select_billiards/example92,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
233,M&T/select_poker/example10,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure
234,M&T/select_poker/example11,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
235,M&T/select_poker/example13,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure
236,M&T/select_poker/example15,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
237,M&T/select_poker/example18,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
238,M&T/select_poker/example27,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure
239,M&T/select_poker/example31,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure
240,M&T/select_poker/example42,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
241,M&T/select_poker/example46,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure
242,M&T/select_poker/example50,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure
243,M&T/select_poker/example51,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
244,M&T/select_poker/example61,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
245,M&T/select_poker/example67,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
246,M&T/select_poker/example75,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success
247,M&T/select_poker/example76,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
248,M&T/select_poker/example81,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure
249,M&T/select_poker/example86,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
250,M&T/select_poker/example89,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
251,M&T/select_poker/example90,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure
252,M&T/select_poker/example91,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
253,M&T/select_poker/example92,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure
254,M&T/select_poker/example93,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
255,M&T/select_poker/example96,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
256,PhysicsLaw/density_qa/example62,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
257,PhysicsLaw/density_qa/example72,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
258,PhysicsLaw/density_qa/example78,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
259,PhysicsLaw/density_qa/example82,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
260,PhysicsLaw/friction_qa/example56,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
261,PhysicsLaw/friction_qa/example72,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
262,PhysicsLaw/friction_qa/example77,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
263,PhysicsLaw/speed_of_sound_qa/example51,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
264,PhysicsLaw/speed_of_sound_qa/example80,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
265,PhysicsLaw/speed_of_sound_qa/example86,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
266,PhysicsLaw/speed_of_sound_qa/example91,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
267,PhysicsLaw/speed_of_sound_qa/example99,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
268,Semantic/select_book_semantic/example84,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure
269,Semantic/select_drink_semantic/example47,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
270,Semantic/select_poker_semantic/example21,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
271,Semantic/select_poker_semantic/example23,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
272,Semantic/select_poker_semantic/example25,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
273,Semantic/select_poker_semantic/example35,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
274,Semantic/select_poker_semantic/example5,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
275,Semantic/select_poker_semantic/example52,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
276,Semantic/select_poker_semantic/example53,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
277,Semantic/select_poker_semantic/example67,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure
278,Semantic/select_poker_semantic/example77,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
279,Semantic/select_poker_semantic/example97,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
280,Semantic/select_toy_semantic/example51,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
281,M&T/select_billiards/example62,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
282,Spatial/select_billiards_spatial/example0,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
283,Spatial/select_billiards_spatial/example11,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
284,Spatial/select_billiards_spatial/example14,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
285,Spatial/select_billiards_spatial/example19,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
286,Spatial/select_billiards_spatial/example27,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
287,Spatial/select_billiards_spatial/example38,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure
288,Spatial/select_billiards_spatial/example51,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
289,Spatial/select_billiards_spatial/example53,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
290,Spatial/select_billiards_spatial/example57,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
291,Spatial/select_billiards_spatial/example61,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
292,Spatial/select_billiards_spatial/example63,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
293,Spatial/select_billiards_spatial/example64,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
294,Spatial/select_billiards_spatial/example66,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
295,Spatial/select_billiards_spatial/example70,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
296,Spatial/select_billiards_spatial/example73,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
297,Spatial/select_billiards_spatial/example74,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
298,Spatial/select_billiards_spatial/example88,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
299,Spatial/select_billiards_spatial/example92,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
300,Semantic/select_poker_semantic/example49,C4_unsupported_qwen_skill,False,C4_unsupported_qwen_skill,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success
