sample_index,sample_id,official_status,case_dir,repeat_1_final_dir,repeat_2_final_dir,missing_count,missing_items
2285,PhysicsLaw/thermal_expansion_qa/example85,B5_nondeterministic_mismatch,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example85,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example85\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example85\official_repeat_2,0,
2286,PhysicsLaw/thermal_expansion_qa/example84,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example84,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example84\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example84\official_repeat_2,0,
2287,PhysicsLaw/thermal_expansion_qa/example86,B5_nondeterministic_mismatch,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example86,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example86\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example86\official_repeat_2,0,
2288,PhysicsLaw/thermal_expansion_qa/example87,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example87,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example87\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example87\official_repeat_2,0,
2289,PhysicsLaw/thermal_expansion_qa/example88,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example88,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example88\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example88\official_repeat_2,0,
2290,PhysicsLaw/thermal_expansion_qa/example89,B5_nondeterministic_mismatch,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example89,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example89\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example89\official_repeat_2,0,
2291,PhysicsLaw/thermal_expansion_qa/example91,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example91,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example91\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example91\official_repeat_2,0,
2292,PhysicsLaw/thermal_expansion_qa/example90,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example90,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example90\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example90\official_repeat_2,0,
2293,PhysicsLaw/thermal_expansion_qa/example92,B5_nondeterministic_mismatch,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example92,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example92\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example92\official_repeat_2,0,
2294,PhysicsLaw/thermal_expansion_qa/example93,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example93,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example93\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example93\official_repeat_2,0,
2295,PhysicsLaw/thermal_expansion_qa/example94,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example94,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example94\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example94\official_repeat_2,0,
2296,PhysicsLaw/thermal_expansion_qa/example95,B5_nondeterministic_mismatch,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example95,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example95\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example95\official_repeat_2,0,
2297,PhysicsLaw/thermal_expansion_qa/example97,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example97,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example97\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example97\official_repeat_2,0,
2298,PhysicsLaw/thermal_expansion_qa/example96,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example96,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example96\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example96\official_repeat_2,0,
2299,PhysicsLaw/thermal_expansion_qa/example99,B5_nondeterministic_mismatch,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example99,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example99\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example99\official_repeat_2,0,
2300,PhysicsLaw/thermal_expansion_qa/example98,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example98,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example98\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\PhysicsLaw\thermal_expansion_qa\example98\official_repeat_2,0,
2301,Semantic/add_condiment_semantic/example1,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example1\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example1\official_repeat_2,0,
2302,Semantic/add_condiment_semantic/example0,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example0,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example0\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example0\official_repeat_2,0,
2303,Semantic/add_condiment_semantic/example3,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example3,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example3\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example3\official_repeat_2,0,
2304,Semantic/add_condiment_semantic/example2,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example2,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example2\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example2\official_repeat_2,0,
2305,Semantic/add_condiment_semantic/example5,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example5,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example5\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example5\official_repeat_2,0,
2306,Semantic/add_condiment_semantic/example4,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example4,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example4\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example4\official_repeat_2,0,
2307,Semantic/add_condiment_semantic/example7,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example7,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example7\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example7\official_repeat_2,0,
2308,Semantic/add_condiment_semantic/example8,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example8,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example8\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example8\official_repeat_2,0,
2309,Semantic/add_condiment_semantic/example9,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example9,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example9\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example9\official_repeat_2,0,
2310,Semantic/add_condiment_semantic/example10,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example10,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example10\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example10\official_repeat_2,0,
2311,Semantic/add_condiment_semantic/example11,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example11,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example11\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example11\official_repeat_2,0,
2312,Semantic/add_condiment_semantic/example12,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example12,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example12\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example12\official_repeat_2,0,
2313,Semantic/add_condiment_semantic/example13,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example13,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example13\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example13\official_repeat_2,0,
2314,Semantic/add_condiment_semantic/example14,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example14,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example14\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example14\official_repeat_2,0,
2315,Semantic/add_condiment_semantic/example15,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example15,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example15\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example15\official_repeat_2,0,
2316,Semantic/add_condiment_semantic/example16,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example16,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example16\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example16\official_repeat_2,0,
2317,Semantic/add_condiment_semantic/example17,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example17,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example17\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example17\official_repeat_2,0,
2318,Semantic/add_condiment_semantic/example18,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example18,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example18\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example18\official_repeat_2,0,
2319,Semantic/add_condiment_semantic/example19,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example19,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example19\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example19\official_repeat_2,0,
2320,Semantic/add_condiment_semantic/example20,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example20,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example20\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example20\official_repeat_2,0,
2321,Semantic/add_condiment_semantic/example21,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example21,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example21\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example21\official_repeat_2,0,
2322,Semantic/add_condiment_semantic/example22,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example22,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example22\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example22\official_repeat_2,0,
2323,Semantic/add_condiment_semantic/example23,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example23,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example23\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example23\official_repeat_2,0,
2324,Semantic/add_condiment_semantic/example24,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example24,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example24\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example24\official_repeat_2,0,
2325,Semantic/add_condiment_semantic/example25,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example25,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example25\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example25\official_repeat_2,0,
2326,Semantic/add_condiment_semantic/example26,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example26,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example26\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example26\official_repeat_2,0,
2327,Semantic/add_condiment_semantic/example27,B5_nondeterministic_mismatch,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example27,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example27\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example27\official_repeat_2,0,
2328,Semantic/add_condiment_semantic/example28,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example28,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example28\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example28\official_repeat_2,0,
2329,Semantic/add_condiment_semantic/example29,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example29,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example29\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example29\official_repeat_2,0,
2330,Semantic/add_condiment_semantic/example30,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example30,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example30\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example30\official_repeat_2,0,
2331,Semantic/add_condiment_semantic/example31,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example31,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example31\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example31\official_repeat_2,0,
2332,Semantic/add_condiment_semantic/example32,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example32,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example32\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example32\official_repeat_2,0,
2333,Semantic/add_condiment_semantic/example33,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example33,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example33\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example33\official_repeat_2,0,
2334,Semantic/add_condiment_semantic/example34,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example34,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example34\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example34\official_repeat_2,0,
2335,Semantic/add_condiment_semantic/example35,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example35,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example35\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example35\official_repeat_2,0,
2336,Semantic/add_condiment_semantic/example36,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example36,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example36\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example36\official_repeat_2,0,
2337,Semantic/add_condiment_semantic/example37,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example37,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example37\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example37\official_repeat_2,0,
