sample_id,category,task,example,conversion_ok,conversion_errors,skill_sequence,action_count
PhysicsLaw/density_qa/example62,PhysicsLaw,density_qa,example62,False,sequence_missing_or_empty,,0
PhysicsLaw/density_qa/example71,PhysicsLaw,density_qa,example71,False,sequence_missing_or_empty,,0
PhysicsLaw/density_qa/example72,PhysicsLaw,density_qa,example72,False,sequence_missing_or_empty,,0
PhysicsLaw/density_qa/example78,PhysicsLaw,density_qa,example78,False,sequence_missing_or_empty,,0
PhysicsLaw/density_qa/example82,PhysicsLaw,density_qa,example82,False,sequence_missing_or_empty,,0
PhysicsLaw/friction_qa/example48,PhysicsLaw,friction_qa,example48,False,sequence_missing_or_empty,,0
PhysicsLaw/friction_qa/example54,PhysicsLaw,friction_qa,example54,False,sequence_missing_or_empty,,0
PhysicsLaw/friction_qa/example55,PhysicsLaw,friction_qa,example55,False,sequence_missing_or_empty,,0
PhysicsLaw/friction_qa/example56,PhysicsLaw,friction_qa,example56,False,sequence_missing_or_empty,,0
PhysicsLaw/friction_qa/example63,PhysicsLaw,friction_qa,example63,False,sequence_missing_or_empty,,0
PhysicsLaw/friction_qa/example66,PhysicsLaw,friction_qa,example66,False,sequence_missing_or_empty,,0
PhysicsLaw/friction_qa/example72,PhysicsLaw,friction_qa,example72,False,sequence_missing_or_empty,,0
PhysicsLaw/friction_qa/example77,PhysicsLaw,friction_qa,example77,False,sequence_missing_or_empty,,0
PhysicsLaw/friction_qa/example92,PhysicsLaw,friction_qa,example92,False,sequence_missing_or_empty,,0
PhysicsLaw/magnetism_qa/example11,PhysicsLaw,magnetism_qa,example11,False,sequence_missing_or_empty,,0
PhysicsLaw/magnetism_qa/example20,PhysicsLaw,magnetism_qa,example20,False,sequence_missing_or_empty,,0
PhysicsLaw/magnetism_qa/example27,PhysicsLaw,magnetism_qa,example27,False,sequence_missing_or_empty,,0
PhysicsLaw/magnetism_qa/example48,PhysicsLaw,magnetism_qa,example48,False,sequence_missing_or_empty,,0
PhysicsLaw/magnetism_qa/example54,PhysicsLaw,magnetism_qa,example54,False,sequence_missing_or_empty,,0
PhysicsLaw/magnetism_qa/example96,PhysicsLaw,magnetism_qa,example96,False,sequence_missing_or_empty,,0
PhysicsLaw/speed_of_sound_qa/example17,PhysicsLaw,speed_of_sound_qa,example17,False,sequence_missing_or_empty,,0
PhysicsLaw/speed_of_sound_qa/example28,PhysicsLaw,speed_of_sound_qa,example28,False,sequence_missing_or_empty,,0
PhysicsLaw/speed_of_sound_qa/example39,PhysicsLaw,speed_of_sound_qa,example39,False,sequence_missing_or_empty,,0
PhysicsLaw/speed_of_sound_qa/example45,PhysicsLaw,speed_of_sound_qa,example45,False,sequence_missing_or_empty,,0
PhysicsLaw/speed_of_sound_qa/example51,PhysicsLaw,speed_of_sound_qa,example51,False,sequence_missing_or_empty,,0
PhysicsLaw/speed_of_sound_qa/example70,PhysicsLaw,speed_of_sound_qa,example70,False,sequence_missing_or_empty,,0
PhysicsLaw/speed_of_sound_qa/example80,PhysicsLaw,speed_of_sound_qa,example80,False,sequence_missing_or_empty,,0
PhysicsLaw/speed_of_sound_qa/example82,PhysicsLaw,speed_of_sound_qa,example82,False,sequence_missing_or_empty,,0
PhysicsLaw/speed_of_sound_qa/example86,PhysicsLaw,speed_of_sound_qa,example86,False,sequence_missing_or_empty,,0
PhysicsLaw/speed_of_sound_qa/example91,PhysicsLaw,speed_of_sound_qa,example91,False,sequence_missing_or_empty,,0
PhysicsLaw/speed_of_sound_qa/example99,PhysicsLaw,speed_of_sound_qa,example99,False,sequence_missing_or_empty,,0
PhysicsLaw/thermal_expansion_qa/example14,PhysicsLaw,thermal_expansion_qa,example14,False,sequence_missing_or_empty,,0
PhysicsLaw/thermal_expansion_qa/example27,PhysicsLaw,thermal_expansion_qa,example27,False,sequence_missing_or_empty,,0
PhysicsLaw/thermal_expansion_qa/example39,PhysicsLaw,thermal_expansion_qa,example39,False,sequence_missing_or_empty,,0
PhysicsLaw/thermal_expansion_qa/example47,PhysicsLaw,thermal_expansion_qa,example47,False,sequence_missing_or_empty,,0
PhysicsLaw/thermal_expansion_qa/example48,PhysicsLaw,thermal_expansion_qa,example48,False,sequence_missing_or_empty,,0
PhysicsLaw/thermal_expansion_qa/example73,PhysicsLaw,thermal_expansion_qa,example73,False,sequence_missing_or_empty,,0
PhysicsLaw/thermal_expansion_qa/example93,PhysicsLaw,thermal_expansion_qa,example93,False,sequence_missing_or_empty,,0
Semantic/insert_flower_semantic/example1,Semantic,insert_flower_semantic,example1,True,,pick>place,2
Semantic/insert_flower_semantic/example12,Semantic,insert_flower_semantic,example12,True,,pick>place,2
Semantic/insert_flower_semantic/example13,Semantic,insert_flower_semantic,example13,True,,pick>place,2
Semantic/insert_flower_semantic/example18,Semantic,insert_flower_semantic,example18,True,,pick>place,2
Semantic/insert_flower_semantic/example22,Semantic,insert_flower_semantic,example22,True,,pick>place,2
Semantic/insert_flower_semantic/example29,Semantic,insert_flower_semantic,example29,True,,pick>place,2
Semantic/insert_flower_semantic/example31,Semantic,insert_flower_semantic,example31,True,,pick>place,2
Semantic/insert_flower_semantic/example33,Semantic,insert_flower_semantic,example33,True,,pick>place,2
Semantic/insert_flower_semantic/example36,Semantic,insert_flower_semantic,example36,True,,pick>place,2
Semantic/insert_flower_semantic/example45,Semantic,insert_flower_semantic,example45,True,,pick>place,2
Semantic/insert_flower_semantic/example47,Semantic,insert_flower_semantic,example47,True,,pick>place,2
Semantic/insert_flower_semantic/example48,Semantic,insert_flower_semantic,example48,True,,pick>place,2
Semantic/insert_flower_semantic/example50,Semantic,insert_flower_semantic,example50,True,,pick>place,2
Semantic/insert_flower_semantic/example51,Semantic,insert_flower_semantic,example51,True,,pick>place,2
Semantic/insert_flower_semantic/example55,Semantic,insert_flower_semantic,example55,True,,pick>place,2
Semantic/insert_flower_semantic/example57,Semantic,insert_flower_semantic,example57,True,,pick>place,2
Semantic/insert_flower_semantic/example63,Semantic,insert_flower_semantic,example63,True,,pick>place,2
Semantic/insert_flower_semantic/example64,Semantic,insert_flower_semantic,example64,True,,pick>place,2
Semantic/insert_flower_semantic/example65,Semantic,insert_flower_semantic,example65,True,,pick>place,2
Semantic/insert_flower_semantic/example66,Semantic,insert_flower_semantic,example66,True,,pick>place,2
Semantic/insert_flower_semantic/example70,Semantic,insert_flower_semantic,example70,True,,pick>place,2
Semantic/insert_flower_semantic/example71,Semantic,insert_flower_semantic,example71,True,,pick>place,2
Semantic/insert_flower_semantic/example72,Semantic,insert_flower_semantic,example72,True,,pick>place,2
Semantic/insert_flower_semantic/example82,Semantic,insert_flower_semantic,example82,True,,pick>place,2
Semantic/insert_flower_semantic/example83,Semantic,insert_flower_semantic,example83,True,,pick>place,2
Semantic/insert_flower_semantic/example88,Semantic,insert_flower_semantic,example88,True,,pick>place,2
Semantic/select_book_semantic/example0,Semantic,select_book_semantic,example0,True,,pick>place,2
Semantic/select_book_semantic/example2,Semantic,select_book_semantic,example2,True,,pick>place,2
Semantic/select_book_semantic/example3,Semantic,select_book_semantic,example3,True,,pick>place,2
Semantic/select_book_semantic/example5,Semantic,select_book_semantic,example5,True,,pick>place,2
Semantic/select_book_semantic/example6,Semantic,select_book_semantic,example6,True,,pick>place,2
Semantic/select_book_semantic/example7,Semantic,select_book_semantic,example7,True,,pick>place,2
Semantic/select_book_semantic/example9,Semantic,select_book_semantic,example9,True,,pick>place,2
Semantic/select_book_semantic/example10,Semantic,select_book_semantic,example10,True,,pick>place,2
Semantic/select_book_semantic/example11,Semantic,select_book_semantic,example11,True,,pick>place,2
Semantic/select_book_semantic/example12,Semantic,select_book_semantic,example12,True,,pick>place,2
Semantic/select_book_semantic/example13,Semantic,select_book_semantic,example13,True,,pick>place,2
Semantic/select_book_semantic/example14,Semantic,select_book_semantic,example14,True,,pick>place,2
Semantic/select_book_semantic/example15,Semantic,select_book_semantic,example15,True,,pick>place,2
Semantic/select_book_semantic/example16,Semantic,select_book_semantic,example16,True,,pick>place,2
Semantic/select_book_semantic/example19,Semantic,select_book_semantic,example19,True,,pick>place,2
Semantic/select_book_semantic/example23,Semantic,select_book_semantic,example23,True,,pick>place,2
Semantic/select_book_semantic/example24,Semantic,select_book_semantic,example24,True,,pick>place,2
Semantic/select_book_semantic/example27,Semantic,select_book_semantic,example27,True,,pick>place,2
Semantic/select_book_semantic/example28,Semantic,select_book_semantic,example28,True,,pick>place,2
Semantic/select_book_semantic/example29,Semantic,select_book_semantic,example29,True,,pick>place,2
Semantic/select_book_semantic/example31,Semantic,select_book_semantic,example31,True,,pick>place,2
Semantic/select_book_semantic/example30,Semantic,select_book_semantic,example30,True,,pick>place,2
Semantic/select_book_semantic/example32,Semantic,select_book_semantic,example32,True,,pick>place,2
Semantic/select_book_semantic/example34,Semantic,select_book_semantic,example34,True,,pick>place,2
Semantic/select_book_semantic/example35,Semantic,select_book_semantic,example35,True,,pick>place,2
Semantic/select_book_semantic/example36,Semantic,select_book_semantic,example36,True,,pick>place,2
Semantic/select_book_semantic/example38,Semantic,select_book_semantic,example38,True,,pick>place,2
Semantic/select_book_semantic/example39,Semantic,select_book_semantic,example39,True,,pick>place,2
Semantic/select_book_semantic/example40,Semantic,select_book_semantic,example40,True,,pick>place,2
Semantic/select_book_semantic/example42,Semantic,select_book_semantic,example42,True,,pick>place,2
Semantic/select_book_semantic/example44,Semantic,select_book_semantic,example44,True,,pick>place,2
Semantic/select_book_semantic/example45,Semantic,select_book_semantic,example45,True,,pick>place,2
Semantic/select_book_semantic/example46,Semantic,select_book_semantic,example46,True,,pick>place,2
Semantic/select_book_semantic/example47,Semantic,select_book_semantic,example47,True,,pick>place,2
Semantic/select_book_semantic/example49,Semantic,select_book_semantic,example49,True,,pick>place,2
Semantic/select_book_semantic/example50,Semantic,select_book_semantic,example50,True,,pick>place,2
Semantic/select_book_semantic/example52,Semantic,select_book_semantic,example52,True,,pick>place,2
Semantic/select_book_semantic/example53,Semantic,select_book_semantic,example53,True,,pick>place,2
Semantic/select_book_semantic/example54,Semantic,select_book_semantic,example54,True,,pick>place,2
Semantic/select_book_semantic/example55,Semantic,select_book_semantic,example55,True,,pick>place,2
Semantic/select_book_semantic/example56,Semantic,select_book_semantic,example56,True,,pick>place,2
Semantic/select_book_semantic/example57,Semantic,select_book_semantic,example57,True,,pick>place,2
Semantic/select_book_semantic/example58,Semantic,select_book_semantic,example58,True,,pick>place,2
Semantic/select_book_semantic/example59,Semantic,select_book_semantic,example59,True,,pick>place,2
Semantic/select_book_semantic/example61,Semantic,select_book_semantic,example61,True,,pick>place,2
Semantic/select_book_semantic/example62,Semantic,select_book_semantic,example62,True,,pick>place,2
Semantic/select_book_semantic/example63,Semantic,select_book_semantic,example63,True,,pick>place,2
Semantic/select_book_semantic/example66,Semantic,select_book_semantic,example66,True,,pick>place,2
Semantic/select_book_semantic/example67,Semantic,select_book_semantic,example67,True,,pick>place,2
Semantic/select_book_semantic/example69,Semantic,select_book_semantic,example69,True,,pick>place,2
Semantic/select_book_semantic/example70,Semantic,select_book_semantic,example70,True,,pick>place,2
Semantic/select_book_semantic/example71,Semantic,select_book_semantic,example71,True,,pick>place,2
Semantic/select_book_semantic/example72,Semantic,select_book_semantic,example72,True,,pick>place,2
Semantic/select_book_semantic/example73,Semantic,select_book_semantic,example73,True,,pick>place,2
Semantic/select_book_semantic/example74,Semantic,select_book_semantic,example74,True,,pick>place,2
Semantic/select_book_semantic/example75,Semantic,select_book_semantic,example75,True,,pick>place,2
Semantic/select_book_semantic/example76,Semantic,select_book_semantic,example76,True,,pick>place,2
Semantic/select_book_semantic/example77,Semantic,select_book_semantic,example77,True,,pick>place,2
Semantic/select_book_semantic/example79,Semantic,select_book_semantic,example79,True,,pick>place,2
Semantic/select_book_semantic/example78,Semantic,select_book_semantic,example78,True,,pick>place,2
Semantic/select_book_semantic/example80,Semantic,select_book_semantic,example80,True,,pick>place,2
Semantic/select_book_semantic/example81,Semantic,select_book_semantic,example81,True,,pick>place,2
Semantic/select_book_semantic/example82,Semantic,select_book_semantic,example82,True,,pick>place,2
Semantic/select_book_semantic/example83,Semantic,select_book_semantic,example83,True,,pick>place,2
Semantic/select_book_semantic/example84,Semantic,select_book_semantic,example84,False,sequence_missing_or_empty,,0
Semantic/select_book_semantic/example85,Semantic,select_book_semantic,example85,True,,pick>place,2
Semantic/select_book_semantic/example87,Semantic,select_book_semantic,example87,True,,pick>place,2
Semantic/select_book_semantic/example89,Semantic,select_book_semantic,example89,True,,pick>place,2
Semantic/select_book_semantic/example90,Semantic,select_book_semantic,example90,False,sequence_missing_or_empty,,0
Semantic/select_book_semantic/example91,Semantic,select_book_semantic,example91,True,,pick>place,2
Semantic/select_book_semantic/example92,Semantic,select_book_semantic,example92,True,,pick>place,2
Semantic/select_book_semantic/example93,Semantic,select_book_semantic,example93,True,,pick>place,2
Semantic/select_book_semantic/example94,Semantic,select_book_semantic,example94,True,,pick>place,2
Semantic/select_book_semantic/example95,Semantic,select_book_semantic,example95,True,,pick>place,2
Semantic/select_book_semantic/example96,Semantic,select_book_semantic,example96,True,,pick>place,2
Semantic/select_book_semantic/example97,Semantic,select_book_semantic,example97,True,,pick>place,2
Semantic/select_book_semantic/example98,Semantic,select_book_semantic,example98,True,,pick>place,2
Semantic/select_book_semantic/example99,Semantic,select_book_semantic,example99,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example0,Semantic,select_chemistry_tube_semantic,example0,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example1,Semantic,select_chemistry_tube_semantic,example1,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example3,Semantic,select_chemistry_tube_semantic,example3,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example2,Semantic,select_chemistry_tube_semantic,example2,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example4,Semantic,select_chemistry_tube_semantic,example4,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example5,Semantic,select_chemistry_tube_semantic,example5,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example6,Semantic,select_chemistry_tube_semantic,example6,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example7,Semantic,select_chemistry_tube_semantic,example7,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example8,Semantic,select_chemistry_tube_semantic,example8,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example9,Semantic,select_chemistry_tube_semantic,example9,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example10,Semantic,select_chemistry_tube_semantic,example10,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example11,Semantic,select_chemistry_tube_semantic,example11,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example12,Semantic,select_chemistry_tube_semantic,example12,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example13,Semantic,select_chemistry_tube_semantic,example13,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example14,Semantic,select_chemistry_tube_semantic,example14,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example15,Semantic,select_chemistry_tube_semantic,example15,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example16,Semantic,select_chemistry_tube_semantic,example16,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example17,Semantic,select_chemistry_tube_semantic,example17,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example18,Semantic,select_chemistry_tube_semantic,example18,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example19,Semantic,select_chemistry_tube_semantic,example19,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example20,Semantic,select_chemistry_tube_semantic,example20,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example21,Semantic,select_chemistry_tube_semantic,example21,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example23,Semantic,select_chemistry_tube_semantic,example23,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example22,Semantic,select_chemistry_tube_semantic,example22,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example25,Semantic,select_chemistry_tube_semantic,example25,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example24,Semantic,select_chemistry_tube_semantic,example24,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example26,Semantic,select_chemistry_tube_semantic,example26,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example27,Semantic,select_chemistry_tube_semantic,example27,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example29,Semantic,select_chemistry_tube_semantic,example29,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example28,Semantic,select_chemistry_tube_semantic,example28,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example30,Semantic,select_chemistry_tube_semantic,example30,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example31,Semantic,select_chemistry_tube_semantic,example31,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example33,Semantic,select_chemistry_tube_semantic,example33,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example32,Semantic,select_chemistry_tube_semantic,example32,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example35,Semantic,select_chemistry_tube_semantic,example35,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example36,Semantic,select_chemistry_tube_semantic,example36,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example37,Semantic,select_chemistry_tube_semantic,example37,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example39,Semantic,select_chemistry_tube_semantic,example39,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example40,Semantic,select_chemistry_tube_semantic,example40,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example41,Semantic,select_chemistry_tube_semantic,example41,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example42,Semantic,select_chemistry_tube_semantic,example42,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example43,Semantic,select_chemistry_tube_semantic,example43,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example44,Semantic,select_chemistry_tube_semantic,example44,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example45,Semantic,select_chemistry_tube_semantic,example45,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example46,Semantic,select_chemistry_tube_semantic,example46,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example47,Semantic,select_chemistry_tube_semantic,example47,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example48,Semantic,select_chemistry_tube_semantic,example48,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example49,Semantic,select_chemistry_tube_semantic,example49,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example50,Semantic,select_chemistry_tube_semantic,example50,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example51,Semantic,select_chemistry_tube_semantic,example51,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example52,Semantic,select_chemistry_tube_semantic,example52,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example53,Semantic,select_chemistry_tube_semantic,example53,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example54,Semantic,select_chemistry_tube_semantic,example54,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example55,Semantic,select_chemistry_tube_semantic,example55,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example56,Semantic,select_chemistry_tube_semantic,example56,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example57,Semantic,select_chemistry_tube_semantic,example57,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example58,Semantic,select_chemistry_tube_semantic,example58,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example59,Semantic,select_chemistry_tube_semantic,example59,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example60,Semantic,select_chemistry_tube_semantic,example60,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example61,Semantic,select_chemistry_tube_semantic,example61,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example62,Semantic,select_chemistry_tube_semantic,example62,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example63,Semantic,select_chemistry_tube_semantic,example63,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example64,Semantic,select_chemistry_tube_semantic,example64,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example65,Semantic,select_chemistry_tube_semantic,example65,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example66,Semantic,select_chemistry_tube_semantic,example66,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example67,Semantic,select_chemistry_tube_semantic,example67,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example68,Semantic,select_chemistry_tube_semantic,example68,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example69,Semantic,select_chemistry_tube_semantic,example69,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example70,Semantic,select_chemistry_tube_semantic,example70,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example71,Semantic,select_chemistry_tube_semantic,example71,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example72,Semantic,select_chemistry_tube_semantic,example72,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example73,Semantic,select_chemistry_tube_semantic,example73,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example74,Semantic,select_chemistry_tube_semantic,example74,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example75,Semantic,select_chemistry_tube_semantic,example75,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example76,Semantic,select_chemistry_tube_semantic,example76,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example77,Semantic,select_chemistry_tube_semantic,example77,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example78,Semantic,select_chemistry_tube_semantic,example78,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example79,Semantic,select_chemistry_tube_semantic,example79,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example80,Semantic,select_chemistry_tube_semantic,example80,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example81,Semantic,select_chemistry_tube_semantic,example81,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example82,Semantic,select_chemistry_tube_semantic,example82,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example83,Semantic,select_chemistry_tube_semantic,example83,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example84,Semantic,select_chemistry_tube_semantic,example84,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example85,Semantic,select_chemistry_tube_semantic,example85,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example87,Semantic,select_chemistry_tube_semantic,example87,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example88,Semantic,select_chemistry_tube_semantic,example88,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example89,Semantic,select_chemistry_tube_semantic,example89,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example90,Semantic,select_chemistry_tube_semantic,example90,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example91,Semantic,select_chemistry_tube_semantic,example91,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example93,Semantic,select_chemistry_tube_semantic,example93,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example94,Semantic,select_chemistry_tube_semantic,example94,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example95,Semantic,select_chemistry_tube_semantic,example95,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example97,Semantic,select_chemistry_tube_semantic,example97,True,,pick>place,2
Semantic/select_chemistry_tube_semantic/example98,Semantic,select_chemistry_tube_semantic,example98,True,,pick>place,2
Semantic/select_drink_semantic/example0,Semantic,select_drink_semantic,example0,True,,pick>place,2
Semantic/select_drink_semantic/example1,Semantic,select_drink_semantic,example1,True,,pick>place,2
Semantic/select_drink_semantic/example3,Semantic,select_drink_semantic,example3,True,,pick>place,2
Semantic/select_drink_semantic/example7,Semantic,select_drink_semantic,example7,True,,pick>place,2
Semantic/select_drink_semantic/example8,Semantic,select_drink_semantic,example8,True,,pick>place,2
Semantic/select_drink_semantic/example13,Semantic,select_drink_semantic,example13,True,,pick>place,2
Semantic/select_drink_semantic/example15,Semantic,select_drink_semantic,example15,True,,pick>place,2
Semantic/select_drink_semantic/example17,Semantic,select_drink_semantic,example17,True,,pick>place,2
Semantic/select_drink_semantic/example19,Semantic,select_drink_semantic,example19,True,,pick>place,2
Semantic/select_drink_semantic/example21,Semantic,select_drink_semantic,example21,True,,pick>place,2
Semantic/select_drink_semantic/example24,Semantic,select_drink_semantic,example24,True,,pick>place,2
Semantic/select_drink_semantic/example26,Semantic,select_drink_semantic,example26,True,,pick>place,2
Semantic/select_drink_semantic/example35,Semantic,select_drink_semantic,example35,True,,pick>place,2
Semantic/select_drink_semantic/example37,Semantic,select_drink_semantic,example37,True,,pick>place,2
Semantic/select_drink_semantic/example38,Semantic,select_drink_semantic,example38,True,,pick>place,2
Semantic/select_drink_semantic/example39,Semantic,select_drink_semantic,example39,True,,pick>place,2
Semantic/select_drink_semantic/example40,Semantic,select_drink_semantic,example40,False,sequence_missing_or_empty,,0
Semantic/select_drink_semantic/example42,Semantic,select_drink_semantic,example42,True,,pick>place,2
Semantic/select_drink_semantic/example47,Semantic,select_drink_semantic,example47,False,sequence_missing_or_empty,,0
Semantic/select_drink_semantic/example48,Semantic,select_drink_semantic,example48,True,,pick>place,2
Semantic/select_drink_semantic/example49,Semantic,select_drink_semantic,example49,True,,pick>place,2
Semantic/select_drink_semantic/example52,Semantic,select_drink_semantic,example52,True,,pick>place,2
Semantic/select_drink_semantic/example54,Semantic,select_drink_semantic,example54,True,,pick>place,2
Semantic/select_drink_semantic/example55,Semantic,select_drink_semantic,example55,True,,pick>place,2
Semantic/select_drink_semantic/example59,Semantic,select_drink_semantic,example59,True,,pick>place,2
Semantic/select_drink_semantic/example63,Semantic,select_drink_semantic,example63,True,,pick>place,2
Semantic/select_drink_semantic/example64,Semantic,select_drink_semantic,example64,True,,pick>place,2
Semantic/select_drink_semantic/example67,Semantic,select_drink_semantic,example67,True,,pick>place,2
Semantic/select_drink_semantic/example70,Semantic,select_drink_semantic,example70,True,,pick>place,2
Semantic/select_drink_semantic/example72,Semantic,select_drink_semantic,example72,True,,pick>place,2
Semantic/select_drink_semantic/example73,Semantic,select_drink_semantic,example73,True,,pick>place,2
Semantic/select_drink_semantic/example75,Semantic,select_drink_semantic,example75,True,,pick>place,2
Semantic/select_drink_semantic/example82,Semantic,select_drink_semantic,example82,True,,pick>place,2
Semantic/select_drink_semantic/example90,Semantic,select_drink_semantic,example90,True,,pick>place,2
Semantic/select_drink_semantic/example92,Semantic,select_drink_semantic,example92,True,,pick>place,2
Semantic/select_drink_semantic/example93,Semantic,select_drink_semantic,example93,True,,pick>place,2
Semantic/select_drink_semantic/example94,Semantic,select_drink_semantic,example94,False,sequence_missing_or_empty,,0
Semantic/select_drink_semantic/example95,Semantic,select_drink_semantic,example95,True,,pick>place,2
Semantic/select_drink_semantic/example96,Semantic,select_drink_semantic,example96,True,,pick>place,2
Semantic/select_drink_semantic/example97,Semantic,select_drink_semantic,example97,True,,pick>place,2
Semantic/select_fruit_semantic/example0,Semantic,select_fruit_semantic,example0,True,,pick>place,2
Semantic/select_fruit_semantic/example1,Semantic,select_fruit_semantic,example1,True,,pick>place,2
Semantic/select_fruit_semantic/example2,Semantic,select_fruit_semantic,example2,True,,pick>place,2
Semantic/select_fruit_semantic/example3,Semantic,select_fruit_semantic,example3,True,,pick>place,2
Semantic/select_fruit_semantic/example4,Semantic,select_fruit_semantic,example4,True,,pick>place,2
Semantic/select_fruit_semantic/example5,Semantic,select_fruit_semantic,example5,True,,pick>place,2
Semantic/select_fruit_semantic/example6,Semantic,select_fruit_semantic,example6,True,,pick>place,2
Semantic/select_fruit_semantic/example7,Semantic,select_fruit_semantic,example7,True,,pick>place,2
